##SAMPLES	DCM-25	DCM-39	DCM-41	DCM-42	DCM-52	DCM-66	DCM-100-1	DCM-100-2	DCM-102	DCM-109	DCM-110	DCM-111	DCM-112	DCM-122	DCM-128	DCM-132	DCM-133	DCM-137	DCM-138	DCM-142	DCM-150	DCM-151	DCM-155	DCM-158	DCM-168	DCM-173	DCM-173-MIX	DCM-180	DCM-188	DCM-189	DCM-194	DCM-201	DCM-68	DCM-72	DCM-76	DCM-78	DCM-82	DCM-85	DCM-93	DCM-98	MIX-168	MIX-175	SRF-205	SRF-18	SRF-25	SRF-31	SRF-32	SRF-33	SRF-41	SRF-42	SRF-52	SRF-84	SRF-85	SRF-100	SRF-101	SRF-109	SRF-110	SRF-111	SRF-112	SRF-122	SRF-123	SRF-124	SRF-125	SRF-128	SRF-132	SRF-133	SRF-137	SRF-138	SRF-140	SRF-141	SRF-142	SRF-145	SRF-148	SRF-149	SRF-150	SRF-151	SRF-152	SRF-158	SRF-163	SRF-168	SRF-173	SRF-175	SRF-178	SRF-180	SRF-188	SRF-189	SRF-191	SRF-193	SRF-194	SRF-196	SRF-201	SRF-206	SRF-208	SRF-209	SRF-210	SRF-67	SRF-68	SRF-70	SRF-72	SRF-76	SRF-78	SRF-82	SRF-93	SRF-96	SRF-98	SRF-99
livH-PRO-LLI	86036.44991	2110.119871	13183.17481	10378.02642	56055.58896	34588.21176	76620.90165	2322.873919	38567.04146	3450.205206	33677.2876	82735.44376	76675.07117	80247.86762	7183.61932	80500.18042	68040.82917	1794.931759	59146.95983	2630.723414	20857.70786	28421.12693	6850.739103	8513.84846	135.1972921	0	0	0	0	0	0	0	38453.64176	63260.9267	33086.57024	52369.80698	1578.888346	0	3894.893733	70685.28426	0	0	0	14848.15915	17005.53697	3403.471484	2767.239238	1708.196727	2460.608486	2269.605912	5531.785887	0	0	1648.734314	9161.779984	3039.307346	1485.755832	11786.0441	6262.534515	3641.148232	939.0767043	1691.565447	2171.301864	7276.717405	2398.545503	8675.384803	3803.345513	2998.914538	1931.0508	1103.411611	2103.585574	4537.063894	5859.31995	11933.85322	19456.20499	8138.952968	20022.81487	3278.160574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3442.088427	2964.673214	4944.496408	33984.64468	65866.62543	3015.518427	2888.660568	4670.912354	222.4440476	3402.144439	1955.657597	1902.973298	2464.221703
livH-PRO-LLIIxIII	227.9471053	43.19930444	293.8730352	125.4104652	332.3260723	151.0768774	205.5777532	257.5010349	463.0042248	69.7282047	313.5514424	223.7929047	244.6106043	482.718137	69.13235017	619.1842882	201.7147365	203.7490105	790.8753135	51.11599926	84.06753968	169.5952533	377.1049047	354.7436858	0	0	0	0	0	0	0	0	167.6565971	346.7424303	230.6577321	150.2048435	0	0	235.2902363	216.0574162	0	0	0	61.34258731	145.1178387	36.29208237	30.38430497	20.26931744	16.84874022	20.20965869	106.8136773	0	0	33.49901875	110.746791	56.37258592	50.81004614	135.3861109	34.61688237	63.85433327	24.49765315	36.76006137	61.8647508	83.08829865	11.05320508	58.21708196	79.58303337	31.3115591	23.34066237	53.07549522	53.66608109	330.3134383	53.64858797	115.0133811	94.20934887	67.58865667	158.925014	109.2720191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.23592397	133.24374	323.5926969	158.1262876	215.509211	30.69737161	41.01119845	57.4639567	0	182.1276466	14.40631747	12.69033421	28.23700497
livH-PRO-LLIV	2632.316637	12127.13661	867.9151817	438.3157842	808.8230142	3600.665578	1144.929882	28502.1458	3731.269341	3434.114081	1222.126249	721.3786696	625.9756023	769.1308983	844.9509466	1038.715351	4027.298843	27121.25717	538.2345884	3944.334573	2486.194124	3541.25014	12079.92712	6562.758188	0	0	0	1324.196122	0	0	0	0	3698.334992	640.6999237	3439.576645	1587.649044	0	0	9491.440069	723.9423841	0	1289.497614	0	779.7944054	14785.96965	1043.760289	821.0564799	14188.01547	1021.541427	501.8731908	1154.36278	0	0	222.8412986	3018.928758	8122.464666	6889.141428	642.152471	537.4129116	425.2118102	23852.54829	13170.9492	7217.051295	882.8131731	405.1943229	4286.752455	3808.409888	547.2860809	12701.46978	21132.42744	5243.675342	12176.03674	14880.33002	13620.17617	2767.611171	2034.966582	4977.045109	6009.961053	0	0	0	0	0	0	0	0	2135.16179	0	0	4188.097846	0	1735.284318	0	3222.380655	8061.246268	17137.46923	4027.75349	1813.652818	488.3672757	487.9281046	1591.751601	778.5541665	13279.29097	276.1210849	310.9131881	447.4479249
livH-SYN	2514.799865	34441.23886	1469.365176	697.828529	1221.481584	21276.66023	1603.160966	57916.27442	9359.19161	8549.750638	3206.917228	416.5513542	285.1135695	831.0797258	1646.886209	752.9778781	14973.52974	48207.6627	682.600717	12222.32558	8487.376117	8160.822339	54177.40465	16318.20955	4123.517408	0	202.1437476	662.098061	0	0	63.42825935	0	12602.50151	441.3912826	2717.703372	1989.810399	0	0	54923.46374	326.3367224	0	1208.904013	0	724.4931335	40762.73153	2708.296647	1582.704841	38214.75763	2095.475513	542.2925081	1487.398622	0	0	260.7097546	8126.225575	19811.5266	21962.20442	977.5125623	316.9430952	500.6760223	60809.70784	36660.0258	21335.79455	1525.449233	114.5759064	9678.589876	8846.0159	401.3875395	30962.68534	56781.20236	17543.81632	67459.87554	41866.46391	44981.57136	8337.809439	7470.373283	21586.01173	22728.57998	0	2987.215396	0	0	0	0	0	0	5023.910095	81.393256	0	6426.563936	0	5753.837475	1858.599798	29880.25698	50299.51184	62388.67196	14360.011	5015.133026	743.5142605	1838.142946	4619.497235	4003.992856	53275.97919	24.61079235	159.7828444	134.6687929
livM-SYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.980702119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
metN2-PRO-HLI	6152.377881	614.9469408	634.1664378	473.4168076	1529.846946	9857.182085	265.8441672	114.9999622	20.85153144	5075.578239	735.2179057	72.33593575	887.0684559	83.76897462	5212.793052	64.31800129	2924.403816	143.6100645	40.84682691	601.4905059	15962.85799	16457.00498	0	0	0	0	0	0	0	0	0	0	12633.87779	314.9360475	1285.194129	2413.696866	0	0	797.7549075	3076.807046	0	0	0	26891.80509	6383.513575	869.6773315	955.4871663	653.3157751	981.4142831	839.266706	8348.996481	0	0	1940.239862	2631.723458	3457.971417	874.5831621	4756.562714	2262.721053	4904.242671	397.614549	1939.594862	1919.960772	4759.002783	1107.120941	26153.62487	6362.07142	1555.128155	830.7383654	112.4325751	589.5471113	75.57571469	373.7675665	2140.586284	20917.60027	25390.44245	15749.67106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.638811	13920.01898	3480.773913	1015.770764	1591.645874	8069.50012	0	3058.688414	12714.22922	1081.977895	4964.991647
metN2-PRO-HLII	5274.370985	76452.58787	51292.87365	60878.73967	40690.84195	12106.2132	1470.078566	377.8570185	393.8622606	17035.62809	2425.902185	869.0872281	28972.92401	1320.593247	13518.91772	431.1688235	3413.589802	336.7408408	294.3374292	133128.8265	33017.7616	17925.96515	19.24743434	0	0	0	0	0	0	0	0	0	8192.550544	20247.87951	79387.71674	62098.2872	0	0	2290.328606	33716.22252	0	0	0	22142.76013	5988.255917	138717.7022	155965.2256	70898.72796	160787.2543	159393.1577	41498.72558	0	0	4819.377405	10720.69439	59546.5836	3374.925208	11726.89552	130846.3634	11612.85555	660.1901946	4415.300387	4953.545	14187.55341	139969.8908	26468.8055	46432.15419	155312.3677	97125.70451	22505.45746	119016.8535	1744.054954	59262.01141	23129.74171	29998.65129	26913.44943	13933.21963	0	0	0	0	0	0	0	0	0	192.3152784	0	0	0	0	0	0	0	0	554.943354	9750.579332	10967.12146	151338.2455	144562.0214	128386.3258	8515.158141	3734.678632	63172.24668	119885.8005	133637.3759
metN2-PRO-LLI	102401.7364	5449.476614	17964.16325	10063.43439	67736.06651	38888.96087	93551.35599	7269.640465	50144.45787	3621.893209	49017.16792	100885.9264	89888.32601	96609.03377	8583.701195	98759.89396	86600.20238	6115.807917	79168.35881	2401.673321	23468.95699	30774.52179	18843.23822	0	0	0	0	0	0	0	0	0	45764.63583	85255.69639	36134.23036	59259.22572	0	0	8479.362646	82012.96094	0	0	0	14582.99782	24321.65775	1659.055382	587.1107551	5375.500819	281.6662527	84.39553468	2511.15206	0	0	1817.58102	13596.87082	3730.609042	5464.803378	13944.46934	4651.438478	2502.119279	10407.99845	6583.734223	4891.163603	7760.712976	2.476780628	8435.061362	3248.057357	224.9299824	5310.848422	9512.773526	2435.584419	16173.20294	12590.35363	17908.49707	21053.2157	7686.360325	26310.6207	10540.99089	0	0	0	0	0	0	0	0	2884.729176	0	0	0	0	0	0	8410.413509	12853.43732	14963.65115	41196.47126	80226.76961	1029.810865	85.33862549	2341.891656	0	11195.11193	6.433861384	2.649741783	23.83550752
metN2-PRO-LLIIxIII	35.71706736	61.0585615	216.8289659	70.34707582	123.4728199	89.96124459	24.46824424	846.0711502	23.16836827	634.4472799	96.65580226	8.447992497	54.35297688	299.3508946	860.9576973	62.7299025	82.12611449	866.6124579	61.27024036	28.94874093	39.03931164	112.4006463	173.226909	0	0	0	0	0	0	0	0	0	63.45783363	48.77328169	122.6330276	39.56880108	96.7037534	0	231.6062635	67.19925787	0	0	0	31.30925657	83.96665274	21.95032242	17.35986857	89.22958923	13.78291575	14.53478653	1011.729851	0	0	309.9923458	414.0284603	427.3778981	198.5250123	722.7084491	34.75761986	706.6375938	107.5309787	417.0774869	335.0112057	632.1482393	7.017545112	28.6527844	910.6081677	86.70770298	65.91900987	117.9319945	49.68630436	296.4893422	73.93204611	124.0200628	40.59824961	55.94148708	110.3700353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.0228146	336.9298935	69.08028287	47.70906563	22.58624897	49.9150451	37.51101921	340.6063256	169.5553023	11.02947666	7.065978088	18.84668036
metN2-PRO-LLIV	1110.846006	1150.663129	312.4202304	163.5094195	67.34881084	1336.567062	111.0990549	38122.48746	217.7826617	273.0792499	150.5295281	24.81597796	85.36204702	272.2491675	110.5601415	633.6514202	908.7433103	37061.30077	169.3941939	272.3325998	257.4484335	1310.048913	3195.0741	0	0	0	0	0	0	0	0	0	462.232629	103.1206527	2733.898962	168.1674046	483.518767	0	2187.392488	78.6863105	0	0	0	124.5254522	1051.631126	93.08048117	35.06693452	1647.255808	75.27592449	8.439553468	33.74905294	0	0	0	158.5640912	572.6442773	936.2868822	3.803728679	8.689404965	6.666392394	2233.143348	1476.380485	889.5125116	79.5155018	12.79669991	288.1196653	297.9970768	0	1245.313343	2308.534069	473.9309031	3813.666834	1892.112736	2383.665607	444.8531606	311.8737905	988.0112795	0	0	1993.805427	0	0	0	0	0	0	0	0	0	1990.184096	0	0	0	448.5553871	4029.450589	3111.646663	638.1376625	101.3817645	2.441756645	0	78.26373144	0	2572.332415	6.433861384	0	6.097455411
metN2-SYN	1781.33222	38690.04825	1583.0846	264.2768524	273.136844	22875.85934	1703.518842	20732.85032	11093.01473	8124.620992	3541.405214	251.3277768	237.9684821	1740.670017	1411.406061	345.4114884	14516.68341	20788.79485	320.767729	12587.34143	7519.815515	7228.524325	54085.29049	1086.367063	0	0	0	0	0	0	2428.033768	0	14650.82734	199.2736938	963.0780433	1896.829402	1837.371315	0	45201.82242	116.5935842	107.3237455	0	0	293.1684933	41255.27405	2170.025546	1333.237906	46082.81534	1976.611482	271.0034391	440.9629005	0	372.6408343	316.6828281	9234.156032	19159.37223	22575.51322	422.2138834	203.7665464	655.5285854	78417.59137	45083.12357	25812.03579	1282.187467	15.27348054	11665.6628	9533.690865	56.10498428	38402.98558	67040.97812	16964.05091	57164.30789	48634.96433	52711.00708	7644.564022	6771.717011	21607.26148	31371.9967	0	938.2613773	156.6924798	0	0	0	0	0	1346.206949	0	0	884.526265	0	0	0	25567.65707	46976.25307	58070.85811	16005.42277	5393.112294	67.14830773	180.3382275	3790.002237	9536.977118	52258.72896	0	8.83247261	8.314711924
narB-PRO-HLI	60.96070801	6.062449015	1.620443603	15.85715029	136.2012313	89.32170121	23.21090274	542.3664763	1.207692258	1.427041592	0.55063989	20.18346831	30.0275565	9.418170379	35.96855406	27.04227171	19.85377053	509.3873616	2.50495676	14.53115374	153.6328282	146.8138014	13.3774217	0	0	0	0	0	0	0	0	0	289.1864591	32.4457869	30.68382675	55.86191771	0	0	0	78.04138131	0	0	0	827.152861	201.4090564	24.1392291	26.78545193	15.36934942	27.0189676	37.14936426	540.0124792	0	0	0	3.061271955	3.658100227	0	1.321840659	165.6289485	6.177733661	0	1.282649156	1.605797962	16.57954583	59.10212322	220.7175149	17.70871835	17.90192399	14.35177119	47.14079303	23.24347015	8.081062711	31.40165057	27.58299978	143.184961	222.1057443	93.80774624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.54991034	346.545156	47.66595902	58.54921063	72.74157523	173.324168	0	6.97766103	2968.241086	377.2278579	451.1411205
narB-PRO-HLII	503.7114172	6446.909323	2954.068689	14604.43542	7341.538922	1353.223773	94.22247649	770.7313085	10.06410215	184.8018862	33.03839342	120.9173238	1461.542881	55.22472631	799.4828606	185.1567787	170.6183405	1008.449304	35.48688743	22003.14751	3907.920484	1391.363824	100.3306627	0	0	0	0	0	0	0	0	0	3055.503029	3686.228804	15541.92647	5602.520639	840.1424225	0	558.929952	1053.059662	0	0	0	7715.395043	1617.32184	32180.00631	33975.17398	6856.886941	38265.36723	51924.54628	16191.86821	0	0	0	182.9109993	1563.472037	20.51047734	3.965521976	32309.11972	61.77733661	22.59477734	86.89948032	63.42901951	494.6231173	47700.2908	2105.114042	604.4062567	16427.40809	107.9142796	3439.154432	17107.85813	329.3033055	2652.012126	1705.836143	2677.288611	2458.229442	876.6172149	0	0	0	0	0	0	0	0	42.16425801	0	0	0	0	0	0	0	0	0	771.3974895	3838.617468	410.3417342	50296.52968	38503.79442	16017.43836	8522.260024	201.5768742	52363.12013	62012.3924	11807.29931
narB-PRO-HLVI	17.91113586	133.8790824	67.24840954	318.464435	189.5114984	31.26259542	0.919243673	0	0	4.994645573	0	0.733944302	40.19818047	0	28.61134982	1.931590836	2.481721316	5.162709746	0.834985587	478.7828861	101.9329982	49.83587753	0	0	0	0	0	0	0	0	0	0	103.4956738	86.68352022	361.9555119	135.7874307	0	0	20.12147827	34.92900698	0	0	0	277.2013026	55.15619035	674.1603902	718.0190289	144.7954498	813.8849922	1096.720925	541.5590543	0	0	0	6.122543909	34.38614214	0	0	963.1240317	3.088866831	0	2.565298312	1.605797962	15.88873142	1068.285222	78.82768388	18.47866263	347.04918	1.1039824	73.47168643	369.903225	10.10132839	62.80330115	34.47874973	74.1439945	81.64937647	33.27171295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.887477585	126.6862607	14.50703101	1100.767587	825.0573282	377.2254872	355.0941677	3.87647835	1761.524759	1870.485407	395.0855842
narB-PRO-LLI	1545.856717	1308.731181	91.5550636	137.4286358	19050.29393	10968.70491	12899.51665	4650.078894	740.3153539	535.1405971	1433.866275	12977.23618	10897.58143	4918.85353	189.6523759	13542.38335	3666.122814	3569.153338	1305.082472	1051.086787	5264.216025	3283.780255	6093.415583	0	1258.947261	0	0	0	0	0	0	0	16959.50779	14841.76831	2804.160834	4458.640448	0	0	4393.189422	8987.932076	3244.775459	0	0	225.7669842	3031.455391	233.9574084	86.87173598	1326.347891	103.2861443	30.95780355	283.1521281	0	0	109.2760173	762.2567167	1289.11452	1280.972539	429.5982141	581.1356636	49.42186929	2256.870645	1357.684132	867.9337986	178.2301177	10.75888165	1336.198389	524.7170242	22.3330933	1256.331971	2877.499488	1752.55765	7291.138831	2407.93566	3877.135407	3695.492779	1137.745181	2859.056778	610.5198134	0	0	0	0	0	0	302.1798393	885.4494182	0	346.4813833	0	614.7666562	0	388.7841253	0	818.3610587	1701.608129	6949.464883	11694.59174	8604.051009	325.8390852	240.3269735	405.0667881	0	3338.423155	739.7445771	446.2891012	131.1815128
narB-SYN	2391.922213	38258.85272	1056.529229	381.2323215	2255.771944	19445.33435	2001.423287	26795.75849	9521.043195	9640.379477	3863.289471	889.3570083	596.6766065	416.9680886	3413.742767	678.8162082	13211.44343	23868.92806	225.0286156	13663.75564	10750.63132	8433.038628	30574.09729	5757.262204	1978.345696	0	0	0	1169.405415	232.9840338	0	138.0843168	14735.72907	837.7792736	2348.449185	2574.804699	1377.833573	0	34322.77049	479.0263815	8503.54948	1243.655382	133.9732048	931.5051801	43359.17085	4031.154702	1906.231329	39694.4457	2533.151026	660.0529589	1986.060216	0	1079.14244	724.6317458	9455.50375	27738.6424	28603.72524	543.937431	361.1526389	1178.402696	69727.48288	41166.62466	27698.40905	4188.407765	125.3768342	11206.80735	11643.09734	474.6668559	31135.33962	61223.14939	20209.86525	44409.48013	42517.35909	46793.69717	9981.822871	7794.113396	20111.82627	5727.257297	203.9492092	122.271343	0	0	0	0	793.2220781	126.492774	2205.450441	736.2729396	569.8800168	2689.604121	252.9641123	826.1662663	0	6157.192727	6186.054552	53598.35057	15651.3388	8391.972032	1042.854781	3015.697844	5953.049487	2722.388619	31423.5088	391.2724987	518.7266719	92.07747891
natA-PRO-HLII	51.77556643	25.39591899	18.10166348	33.21321987	37.67382206	0	0	87.69129768	0	19.92650857	6.151092192	0	6.424605833	26.30214197	4.565883997	7.706224754	0	24.02984854	0	190.4193837	14.33582243	37.61533731	0	0	0	0	0	0	0	0	0	0	8.398040517	5.40963639	65.06151826	4.800174821	0	0	0	7.803704231	0	0	0	111.8740199	31.80073199	124.0411529	151.6292868	10.54224826	121.7584182	66.43454572	16.19671207	0	0	17.31491274	4.274609946	35.75594163	0	22.14904122	62.40449994	34.50513661	4.85388283	7.164113376	15.69580236	15.43390951	100.5551141	27.80743827	12.90134889	131.669306	3.083093704	54.55773247	178.0445689	11.28399945	103.640075	4.814443431	19.28108359	38.00372764	5.162109709	0	0	0	0	0	0	0	0	0	0	0	0	107.3037492	0	0	0	0	0	0	13.27568317	15.43383334	137.4436	156.2657944	54.83120955	0	0	16.05610926	12.00064213	76.92830002
natA-SYN	2.193879934	4.232653165	24.88978729	9.225894408	0.907802941	0	1.283586759	23.91580846	1.124241473	0	4.613319144	2.049687621	4.733920087	3.586655723	4.565883997	2.311867426	13.86141549	48.05969709	6.995597411	9.364887722	6.143923898	15.04613492	0	0	0	0	0	0	136.0750284	0	0	0	0	4.057227292	7.934331495	4.800174821	0	0	0	3.34444467	208.3147235	0	0	2.762321478	0.993772875	1.078618721	1.347815883	3.765088663	1.028944379	0.455031135	0.359926935	0	0	0	2.137304973	0	0	0	2.951564186	2.156571038	21.84247274	7.164113376	15.69580236	5.787716067	0	0	2.150224815	0.989994782	7.707734261	8.302263637	3.709261852	28.20999861	11.95847019	12.03610858	5.029847893	1.357275987	6.452637136	0	0	0	0	0	0	0	0	0	186.6413805	0	0	0	0	0	0	0	0	0	0	1.929229168	1.777287931	0	0	0	0	0	0	0
natC-SYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nirA-PRO-HLI	24.59490578	13.52768555	24.47646194	50.80704805	60.25912404	18.39798583	1.893406848	27.43843342	8.291790515	0	12.85400979	3.023475078	14.79722759	12.93268137	2.245030956	23.87149843	0.851951859	139.4217408	24.07799437	20.9769036	59.91547393	51.78696411	0	0	0	0	0	0	0	0	0	0	37.85182861	18.61930967	38.23260388	20.06196371	0	0	0	27.13347514	0	0	0	335.4815445	68.40890427	21.61190388	23.69212833	4.072821238	43.84715834	53.24949962	98.39807443	0	0	0	1.050906205	26.12046951	0	0	163.9940668	1.06037927	0	0.440321532	0	7.588805288	56.53401096	68.74395527	4.757664831	203.9597114	0.378986895	7.581223371	14.5906601	0	5.226615633	3.550870284	55.23391917	83.42104749	25.38193283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.93623263	8.537363815	170.4079544	67.99933334	81.10199177	0	0	1379.386337	338.4460539	211.875175
nirA-PRO-HLII	582.5109263	6455.827781	3433.380071	16410.67652	7667.861943	1533.165486	26.82326368	423.33583	267.5484406	72.50373677	444.5975152	25.69953816	1765.192869	504.9624227	1340.28348	844.2174367	195.0969756	1533.639149	682.2098405	23096.0825	4011.819296	1531.41451	192.8784697	0	0	0	0	0	0	0	0	0	4768.298082	4196.659405	16294.89183	4947.044228	0	0	331.5607895	1397.511008	0	0	0	8947.985487	1767.392905	32425.54594	35528.58309	7178.532561	37667.57594	50815.23678	19559.80284	0	0	0	77.76705921	1994.699701	0	4.537756107	39141.92142	48.77744641	17.89979314	38.3079733	37.48537492	1364.08775	49412.89239	2163.345686	606.3379513	16096.26677	138.7092038	3261.383977	17944.23213	638.0553533	2763.573016	1422.71536	3341.65211	2949.768239	821.7400754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070.231407	0	37.8305125	4690.0893	370.901028	49081.56902	37903.67359	17654.82078	2519.277556	468.427162	71745.19478	76542.33577	15102.65292
nirA-PRO-HLVI	26.53660886	127.6458534	333.7699356	1728.346902	258.2215056	36.79597166	21.14304313	74.47574786	40.90616654	10.77758249	52.92827562	19.90454426	59.8539543	84.65027807	369.3075922	90.18121631	10.2234223	75.6185713	83.12640914	425.1660218	96.67034449	46.23836081	18.36937807	0	0	0	0	0	0	0	0	0	124.9110344	131.6651184	351.8960071	106.2103961	0	0	18.42004386	64.40774402	0	58.88763202	0	304.2423724	56.19302851	645.4401722	660.5630464	133.2923314	711.3358226	953.3450332	663.1251527	0	0	1.06421109	9.458155849	52.74325575	1.280192039	0.907551221	863.3012568	27.56986102	5.966597714	29.94186419	20.94770951	248.5333732	956.3506035	72.16216299	23.78832416	450.2690526	3.410882059	60.94137248	332.3934753	13.87076855	56.18611805	28.40696227	89.03378016	91.42946805	28.55467443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.9203391	17.07472763	1005.843875	725.3262223	361.9756472	0	24.48596529	2012.281244	1721.733662	384.8668909
nirA-PRO-LLI	95031.69549	213.3211952	18076.97971	10732.08163	29337.48931	24966.06677	43993.62368	3653.231422	2232.150007	443.8404427	11745.54048	53787.36967	48128.89718	50930.66279	2315.749431	43787.90638	23047.85363	5505.977223	8085.619824	899.4486958	23060.40858	24532.22471	202.0631587	0	0	0	0	0	0	0	0	0	41576.44854	40374.64308	26190.89417	59792.91267	0	0	445.15106	45871.19529	0	0	0	16229.42905	16679.06813	1100.483449	326.0567031	265.8441499	22.93543667	42.28636735	197.3270737	0	0	169.2095634	2389.760711	327.5105024	501.8352791	1853.219594	2070.969321	159.0568905	164.6780969	103.0352385	152.1465217	2101.150464	0	1191.05549	247.9272006	43.32318452	103.4634225	254.8457395	521.1601403	768.4405777	5455.933394	10285.68759	15114.30857	4331.888154	10024.59437	1317.396311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	608.4856803	813.3560187	26779.20229	16697.18643	540.3534282	68.76768739	2110.86165	0	393.904659	172.3684675	4.636247314	18.78044622
nirA-PRO-LLIIxIII	1122.304385	49.25464995	2071.598733	2837.029272	365.1256553	183.9798583	231.6267711	1352.32279	331.1188346	32.33274748	555.7468941	232.0517122	264.5212258	708.3582297	228.9931575	1499.736362	159.3149976	2457.603567	1408.562671	31.7211713	43.30025847	743.5128418	156.1397136	0	0	0	0	0	0	0	0	0	144.1810562	749.4272143	1377.934254	354.0346537	46.14609343	0	205.6904898	263.9347127	0	235.5505281	0	189.1328141	124.6019328	14.31954367	2.319509067	36.28513467	6.071145	4.922222654	15.04287109	0	0	34.05475489	157.6359308	96.44481052	61.44921785	15.42837076	19.28122403	36.05289518	87.11232663	61.20469297	223.8097385	250.4305745	0.393965233	20.12944547	25.37421243	2.677275448	38.65666334	90.68309493	84.80821181	185.8682986	56.18611805	95.87349766	60.59243372	19.35368302	76.78034681	39.92110033	0	0	0	0	0	0	0	0	0	0	0	211.0436784	0	0	0	0	0	122.9491656	142.6283246	131.8548411	9.904052053	21.12973635	14.80608569	0	225.6967235	11.84210846	10.11544868	3.703186579
nirA-PRO-LLIV	1115.184807	243.8452036	674.2152699	772.9929453	516.2198293	711.3887855	279.5930779	44524.73789	904.9107382	584.9287953	955.7334341	247.1690876	261.5285281	1035.202359	341.2447052	1894.184455	851.9518586	47289.96403	1631.570761	246.0948935	305.6192662	1784.800727	1194.009574	0	0	0	0	0	0	0	0	0	625.5874947	1097.20932	2653.654812	429.5620465	461.4609343	0	2990.18712	279.0088656	0	0	0	117.4864518	1082.326593	32.48415	19.88150629	230.2995282	44.52173	15.88535493	48.31416245	0	0	26.60527726	612.6783178	1159.346993	1565.674863	65.34368794	23.63504882	31.8113781	368.7357387	230.7284829	445.4144549	426.8702974	0	164.0739706	438.2337939	22.87853564	344.499088	714.967681	411.7301896	2726.993097	620.0072794	1002.529043	338.4108033	286.301035	982.2808005	1237.55411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1658.85868	1265.650215	1116.000119	508.8273638	417.382231	48.35507767	14.98290396	75.79831928	0	2575.284784	0	0	0
nirA-SYN	2894.432069	42627.81835	2693.52338	2393.374871	1887.896038	27799.35659	3095.720196	14644.2839	22966.60137	12348.1702	8613.698799	1008.832851	504.103304	1288.565344	8579.385797	1131.433243	15253.34608	20497.35898	1542.711496	15206.72022	10762.1282	8441.275149	53656.95333	4536.033501	2469.627954	1188.835057	0	423.3054887	0	0	417.1083014	0	16128.32006	901.0415931	3092.939628	2192.654622	8537.027285	0	70527.27793	696.1517864	2765.547938	1707.741329	0	751.437913	50572.74839	3623.242314	1868.695912	46150.98874	2249.359223	437.8540788	2184.755807	0	0	1991.13895	18780.7448	27126.10759	36728.70959	2113.686795	363.2333818	2410.24208	80867.68546	49399.23237	45350.68858	9386.40354	168.8141024	11393.26613	11455.39965	486.5339655	37673.95032	67144.85429	22587.25374	61031.38162	47752.3204	52818.01185	9582.672783	7843.58057	23013.7985	25429.74091	0	1175.289232	0	0	0	0	0	0	2661.358596	0	0	4642.960925	0	1534.858726	0	25739.06533	32882.56616	58476.5147	18591.94481	7723.468465	1035.847326	2813.328351	5610.401545	8289.235831	70102.25401	40.78948468	238.9774752	33.32867921
nrtA-SYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.5288183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
