##SAMPLES	DCM-25	DCM-39	DCM-41	DCM-42	DCM-52	DCM-66	DCM-100-1	DCM-100-2	DCM-102	DCM-109	DCM-110	DCM-111	DCM-112	DCM-122	DCM-128	DCM-132	DCM-133	DCM-137	DCM-138	DCM-142	DCM-150	DCM-151	DCM-155	DCM-158	DCM-168	DCM-173	DCM-173-MIX	DCM-180	DCM-188	DCM-189	DCM-194	DCM-201	DCM-68	DCM-72	DCM-76	DCM-78	DCM-82	DCM-85	DCM-93	DCM-98	MIX-168	MIX-175	SRF-205	SRF-18	SRF-25	SRF-31	SRF-32	SRF-33	SRF-41	SRF-42	SRF-52	SRF-84	SRF-85	SRF-100	SRF-101	SRF-109	SRF-110	SRF-111	SRF-112	SRF-122	SRF-123	SRF-124	SRF-125	SRF-128	SRF-132	SRF-133	SRF-137	SRF-138	SRF-140	SRF-141	SRF-142	SRF-145	SRF-148	SRF-149	SRF-150	SRF-151	SRF-152	SRF-158	SRF-163	SRF-168	SRF-173	SRF-175	SRF-178	SRF-180	SRF-188	SRF-189	SRF-191	SRF-193	SRF-194	SRF-196	SRF-201	SRF-206	SRF-208	SRF-209	SRF-210	SRF-67	SRF-68	SRF-70	SRF-72	SRF-76	SRF-78	SRF-82	SRF-93	SRF-96	SRF-98	SRF-99
nrtB-PRO-HLI	177.4337237	266.7540479	107.7766213	425.0957922	1248.229729	2376.334763	131.0130365	0	0	67.79524576	0	209.2073614	1414.045153	274.2713375	31.06868688	26.21861222	247.5910342	0	0	3017.263948	2466.583739	2204.86629	0	0	0	0	0	0	0	0	0	0	2702.128164	537.6892779	1800.160292	415.2857661	0	0	0	1047.380789	0	0	0	5231.411587	648.2009202	4309.592202	4684.871702	1584.026506	2224.137179	2985.248761	3850.037099	0	0	0	0	466.7432199	0	2852.79651	7697.911068	310.2597718	16.51419155	85.30972139	58.85037445	78.76535556	6691.591435	2651.283588	195.4319049	3778.184705	217.2824831	850.8535727	3118.915332	0	572.1854722	229.3201161	2512.332468	3603.212293	2251.809653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2807.475348	577.6097568	3831.945452	5447.970458	1834.920576	0	14.73295824	14373.00354	13985.3038	12228.90178
nrtB-PRO-HLII	421.8316171	711.8012897	197.9570595	1124.620514	3283.60751	5467.994785	443.5727092	0	0	174.3306319	0	659.9994138	4169.493902	844.8951796	79.89090912	94.387004	576.0281205	0	0	8703.84052	5713.555554	5206.848419	0	0	0	0	0	0	0	0	0	0	5938.287197	1494.7499	5685.85333	1217.860505	0	0	0	2970.37842	0	0	0	11872.54527	1547.567622	11872.15194	12829.92551	4334.84518	5994.268077	7949.015481	9559.665908	0	0	0	0	1266.165118	0	6972.306438	22242.00757	779.8421291	42.46506397	187.1590827	161.2936189	168.7829048	19339.52874	5923.527676	526.7255618	10449.19244	525.9734591	2358.294015	8819.499308	0	1717.848032	589.6802985	5739.331032	8446.636799	5270.112732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6307.30212	1275.24232	10515.67838	15307.93874	5155.689934	0	37.88474977	37806.30596	40122.75671	34070.97019
nrtB-SYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.629287423	0	0	0	0	0	1.08368421	0	0	0	0	0	1.572748203	0	0	1.667019322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.557723665	0	0	0.962349645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.1497238	0	730.151398	0	0	383.5428586	0	0	0	0	0	0	0	0	0	0	0	0	0
nrtC-SYN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903698102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.445662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nrtP-PRO-HLI	41.14961268	6.402416062	0	22.3285064	141.4360181	132.0628958	33.65414241	0	17.0055551	4.018844085	3.101431491	37.20489943	68.53760052	8.439300058	16.11509498	72.27108444	10.48356028	9.692838497	1.175745999	109.1272865	97.06493824	68.27746958	56.5103768	0	0	0	0	0	0	0	0	0	262.5304066	49.09650032	132.8184418	43.56518029	0	0	0	77.007546	0	0	0	454.7444024	112.2393422	32.63090811	29.90151565	12.90904386	31.47400348	60.5696406	255.1582557	0	0	0	17.24234914	16.48314616	10.5021352	0	1192.688438	4.349443723	4.894735631	5.418307709	29.39468331	23.34571398	126.4488055	141.7652607	10.84161112	34.4422847	1.554521312	19.73432954	100.5254249	73.96331443	22.77833569	16.99237501	108.2065431	145.0821499	55.95973461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308.5799899	36.96386471	74.0795224	398.6799516	128.2609295	333.339524	10.91696428	3032.260538	2408.227509	570.1547747
nrtP-PRO-HLII	945.5561537	8133.558227	3464.840506	15555.52612	11028.5765	3546.832057	495.1042105	4019.516056	693.2597963	902.230497	356.6646214	407.4453222	2219.799897	191.0898656	1882.012878	620.132531	993.3173361	2626.759233	61.13879196	22431.42853	4743.790705	2213.327972	1214.973101	0	0	0	0	0	0	0	0	0	5903.05265	4235.936944	17981.69676	6227.400494	0	0	2065.169701	1942.332666	0	0	0	11272.85607	4125.797962	35027.78428	35281.40993	8375.311721	39578.04057	51929.06017	32632.3091	0	0	108.0377351	958.0280242	3238.423122	1283.886028	69.79830959	47814.90075	426.2454848	1611.591707	1162.227004	2269.043438	1971.740093	52969.7278	3628.255957	1505.357704	17872.80036	1394.016986	6211.828729	18628.53014	2992.669492	3819.390934	3137.520672	4201.0345	3941.854639	1902.630977	941.5488015	0	0	0	0	0	1470.096517	0	0	0	0	0	0	949.8656351	0	0	0	0	3171.337639	7017.015258	1341.399196	51171.62493	44674.21592	16981.88303	13750.25537	1699.771338	93763.50459	96813.16621	19604.69869
nrtP-PRO-HLVI	25.44196483	221.2390439	102.6788428	449.3611912	320.1763581	81.75322118	7.11914551	116.5659656	3.967962857	15.07066532	3.101431491	3.100408286	63.42285421	1.808421441	39.13665923	7.382530131	13.97808037	75.11949835	1.763618999	677.8483373	137.3365616	68.27746958	0	0	0	0	0	0	0	0	0	0	144.3211509	119.3317716	582.4808774	200.8838869	0	0	6.296249089	54.52359096	0	0	0	372.5700694	75.16027378	1094.495043	1087.667632	223.2505232	1219.531168	1600.277436	958.2045449	0	0	1.091290253	14.00940868	65.41748631	7.876601398	0	1593.652858	10.87360931	3.671051723	4.966782067	15.8279064	44.74595179	1637.168639	100.8714355	26.56194725	532.607504	5.440824591	102.8577176	540.9670542	5.689485726	68.33500706	49.76338397	124.2684518	112.917711	26.02778354	40.93690441	0	0	0	0	0	61.25402154	0	0	0	0	0	0	39.57773479	0	0	0	0	9.69828024	186.4197987	18.48193235	1573.293728	1427.683937	528.2265488	500.009286	7.641874995	3159.091964	3242.808866	654.240398
nrtP-PRO-LLI	2025.401635	5907.295886	222.470826	213.9815196	20593.35886	14703.00239	10152.87229	15032.99005	1737.967731	1648.730786	1214.985786	11854.66945	11385.93675	5287.824293	787.3374974	13304.0964	4322.721354	10972.29318	256.3126278	3368.78032	7130.658841	4166.822241	11782.41356	0	0	97.52682501	0	0	0	0	0	0	21016.1942	14649.16828	3079.627606	4375.880331	993.72618	0	13980.8211	9544.438912	0	0	0	629.5389583	9667.114414	911.2181091	514.7817751	6359.222812	618.4122881	348.046003	597.4260155	0	0	133.1374109	2047.528961	4859.952625	5421.727295	408.5527721	747.5031282	189.2008019	10579.97107	6621.17202	3936.626434	745.1173711	250.0696824	2591.889587	2225.782763	173.4593324	5515.830245	10960.02802	4931.356543	18098.25409	8281.934876	10350.78387	5469.502608	2293.256058	6093.104126	1842.160699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987.7173822	3369.431393	19687.50889	15640.18602	6816.914839	614.1431373	883.2415528	1475.227298	0	9348.196511	1277.75915	499.6250899	223.5050116
nrtP-SYN	4064.298573	51244.22678	1563.000162	568.4465586	4440.816335	28487.85323	3274.806935	23972.39376	13040.99336	14191.54317	5329.034659	2058.671102	1886.48893	989.2065282	4319.996532	1622.213858	17267.2974	22371.07125	220.4523749	21769.84436	15460.17293	11174.74585	39632.61093	3322.467286	2329.870891	1072.795075	0	372.0656749	0	0	0	0	21418.45853	2121.377951	3196.443826	3500.946294	851.7652971	0	52010.1656	1435.881578	2363.265096	0	0	1509.779272	72873.89825	5203.406185	2687.568614	53334.47407	3788.812869	921.8515755	2614.192513	0	0	1064.007997	14472.79681	35679.31515	36623.57096	750.0991671	511.7292462	1780.009844	88943.46484	53454.3147	36589.59733	4904.545411	272.6931108	15385.03597	15903.55936	679.3615866	43846.43949	86742.84349	31482.22529	65907.00265	60679.47642	64239.67374	14158.14987	11508.70998	26919.88582	7655.201125	0	0	115.0120962	0	0	0	0	0	376.4245027	0	0	54.10343664	0	0	0	4280.108656	9309.614145	79031.28568	23045.10172	10830.41236	1375.250488	4424.87472	9106.979211	6416.785837	47409.10077	153.8168354	442.1422725	93.85040535
OocM-PRO-HLII	4.934093433	225.7794037	8334.035044	8120.948255	215.5535102	151.0430567	264.8102414	0	671.9838178	1158.30158	622.5285352	70.03351738	37.43898116	197.5254088	1625.233921	46.66173431	50.95862215	0	225.91379	16.20144444	68.2034695	159.434464	0	0	0	0	0	0	0	0	0	0	55.69365397	93.58779946	118.0483588	232.5231763	0	0	86.41379878	19.28652221	0	0	0	2.389435906	0	274.7732296	373.6627185	285.9505188	345.041652	277.0989871	607.1138277	0	0	1293.68795	2124.260092	547.0058734	1986.403227	665.7802465	47.41532259	1037.193354	75.57583582	546.8879187	793.2863014	1425.164509	93.91195855	613.369713	729.1067213	247.0585501	206.6853012	3.077803578	9.625646606	0	4.597420971	6.246813102	64.53789162	158.4977492	103.8176879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.94011783	482.2839702	158.8617696	85.83389382	373.9936539	0	138.5941241	27.77739252	17.05396827	121.4539855
OocM-PRO-HLVI	1.518182595	101.9058389	4969.496237	4796.275453	116.218286	107.8878977	133.2378573	0	301.4688618	625.6896926	311.2642676	34.13025847	19.5969667	104.4506088	864.9483081	31.33002161	35.97079211	0	125.0594195	10.80096296	35.43037377	68.32905598	0	0	0	0	0	0	0	0	0	0	30.2682902	45.62405224	39.8070047	107.957189	0	0	32.40517454	11.08975027	0	0	0	1.194717953	0	130.8555024	174.0067417	139.3927358	157.2416815	129.4965437	330.6435308	0	0	720.7957463	1075.995974	288.9675615	1011.218877	362.4271366	21.15452854	574.5603474	46.185233	299.7813379	440.2835951	762.6465817	43.31732405	393.5454912	402.6826662	120.3179421	89.34138828	1.538901789	4.812823303	0	1.149355243	4.164542068	29.73093883	68.0953293	53.58332281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.74751896	256.9956104	70.71911035	37.84801617	167.9472541	0	91.7717849	13.88869626	5.93181505	54.44489003
OocM-PRO-LLI	42.8886583	0	140.9230914	100.5541942	322.3486919	21.57757953	356.4112683	6.89580508	416.2215253	243.0364922	670.4153456	443.25011	383.7495569	753.9058796	242.8964427	491.2814027	55.45497117	4.157212213	891.5526357	0.900080247	20.37246492	39.04517485	0	0	0	0	0	0	0	0	0	0	35.11121663	675.0020036	76.86869874	47.75029513	0	0	0	339.4427909	0	0	0	5.376230789	0	3.965318254	1.165874317	0.651367924	0.593364836	0.393606516	111.1485315	0	0	271.4685278	279.1673402	70.6954279	231.972259	233.102916	13.13039703	261.1637943	31.48993159	89.08230971	141.5889976	288.7042858	0	2.004476186	120.8977982	8.991732324	0.666726778	0	0	0	3.448065728	8.329084136	21.02920064	3.522172205	5.581596126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2446594	105.1345679	4.612115892	0	2.721367544	0	0	0	0	0
OocM-PRO-LLIIxIII	15.94091724	10.37364828	612.6239946	549.0578223	42.79659856	0	44.4126191	20.68741524	82.66081695	144.7876975	143.6604312	53.1900132	45.62875829	137.543871	138.2337479	119.9873168	10.49148103	8.314424426	161.3669929	2.70024074	5.314556065	35.79141028	0	0	0	0	0	0	0	0	0	0	6.659023844	87.73856199	41.17966004	14.53269852	0	0	0	37.60871831	0	0	0	2.389435906	0	17.26079711	20.9857377	15.63283019	15.13080331	15.74426063	68.49489339	0	0	190.9640679	199.6693559	64.50957796	166.6596812	185.2050566	2.188399504	143.6400868	6.297986318	66.61807509	116.3745185	156.8682247	4.851540294	16.03580949	88.34839097	13.27350962	8.667448117	0	0	0	0	2.082271034	3.625724248	8.218401813	4.465276901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.167619854	31.70725064	5.637030535	2.027572295	17.10573885	0	11.23736142	0.771594237	0.741476881	4.653409404
TcyC-PRO-LLIIxIII	446.1658981	4.347414096	306.7755601	181.9399349	271.3331777	153.7273489	458.7993553	0	339.4886499	36.84020532	606.5153487	483.1574656	297.9878118	552.5852358	112.5523175	598.3865086	160.1689876	29.61765065	725.7123413	70.53786776	88.34707794	231.8112653	0	0	0	0	0	0	0	0	0	0	112.1346016	525.0712143	234.704359	221.8645396	0	0	0	271.3747481	0	0	0	76.60485784	306.2151824	13.2943628	4.153078606	18.56242755	0	5.608422028	13.3086859	0	0	40.01484619	250.2589823	0	16.04527773	147.8722274	46.77311285	93.03179178	14.95646193	0	0	83.22495703	2.468880211	47.60231326	6.625573113	0	28.50017721	142.5288131	85.72121887	34.76983561	81.8846869	59.33974296	98.15824374	16.7289136	31.8124273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.4486023	297.2305225	0	0	41.54596315	0	13.34324653	0	5.282579312	6.630551773
TcyN-PRO-HLI	22835.83788	571.5268498	918.955477	629.6371152	3684.492162	34805.34598	755.0849063	166.8891307	47.07104484	12698.13965	1867.172658	190.9466	2431.55372	334.1288247	12901.56665	204.0781165	8700.046181	387.3521754	202.5890141	533.6916284	59140.76069	59854.93091	78.20981039	0	0	0	0	0	0	0	0	0	46910.35552	763.0115177	3488.139753	7353.329488	0	0	2084.8119	9835.292876	0	0	0	101209.1872	23201.90322	1192.528923	1133.928839	493.4166286	940.9616214	751.1160673	20341.6441	0	0	4762.086469	6185.800038	8186.840795	1959.479829	11329.26909	6685.210128	11814.94575	950.0908597	4808.660025	4569.678834	11591.29877	2665.315196	82554.30693	14748.8542	3174.570931	695.453735	101.7997186	517.3553633	112.2072468	713.484801	7652.355357	76079.37955	95283.51421	56613.38786	84.98441473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.40046373	51741.2183	12108.20286	1990.562482	4085.926999	26891.63784	0	8496.530459	46549.045	3228.284889	17253.33695
TcyN-PRO-HLII	164.881354	2699.615197	2067.649823	2066.600347	1980.266064	783.3161135	110.1725308	108.4779349	32.94973139	1839.645068	241.4447402	78.30956068	1748.807413	141.4103266	1531.747401	13.71275882	175.9233854	201.2219093	28.0695622	3436.320587	2035.418826	1452.866038	39.1049052	0	0	0	0	0	0	0	0	0	676.1338291	744.6086425	2916.749241	4062.293742	0	0	52.28368402	2152.363731	0	0	0	1311.973622	220.5247022	3894.8418	4496.918413	2187.270199	4515.25155	4405.245724	4063.581822	0	0	632.0752259	1228.211291	3027.291835	381.5398832	1646.067064	5617.571434	1744.927983	53.34734774	679.5864558	821.4625537	1704.365185	3744.27303	1329.212875	3670.895956	5908.21484	3562.788508	551.2082325	3001.243496	17.71693371	1724.602638	1224.578434	1880.442324	1720.467819	837.5161172	0	0	0	0	0	0	0	0	0	195.3629403	0	0	0	0	0	0	0	0	0	851.8273864	674.4729412	4849.283056	4789.269116	5712.526604	0	113.3172907	2416.386089	3911.985024	8030.347199
TcyN-PRO-LLI	1122.47919	31.01308487	215.5282175	144.8551645	853.77594	365.5475196	1583.394239	16.68891307	1239.145255	100.1167384	1413.256546	1444.972305	1013.324352	1834.579989	205.5074517	1343.850364	819.7667029	15.0916432	2028.330973	57.7258292	212.2237638	291.3606688	58.65735779	0	0	0	0	0	0	0	0	0	450.5117063	1436.839871	416.9157514	570.2787133	98.23623872	0	52.28368402	965.6172338	0	0	0	143.1243951	173.7152135	44.03183714	35.26994834	35.46924647	30.15672499	28.10136206	30.89316794	0	0	40.77904683	617.4614143	31.01076059	98.11025568	295.5965502	84.29887994	142.2127593	40.64559828	72.17676841	91.53439884	218.0941232	24.32163017	82.46941195	22.5070261	33.16019905	29.85126241	24.20846967	39.79656641	11.81128914	76.49447184	153.7022314	211.4729818	79.55920552	275.5698192	84.98441473	0	0	0	0	0	0	0	0	0	0	0	112.317943	0	142.0618142	0	113.9159354	51.81400209	40.26697582	355.043878	1058.155153	51.46937259	24.53519014	45.63246978	0	74.78941188	7.469508775	19.73937398	23.08703704
TcyN-SYN	373.394264	1512.995498	210.7913336	154.5121755	228.5287853	809.4266507	366.1221298	4188.91718	1492.152121	809.2769686	542.4458497	177.0010618	127.4176622	334.1288247	573.5091675	266.9954805	939.4671507	4311.179407	235.5402393	771.1299448	614.1627104	716.589753	3050.182605	0	946.3261086	0	0	0	0	0	0	242.1890066	715.6909545	140.1449726	499.9666979	206.0037643	589.4174323	0	3738.283408	114.9405408	0	0	0	92.52486148	2125.150786	215.0785891	120.9759228	1633.161748	151.8606508	59.06048975	106.619104	0	0	126.8681457	1232.68565	1776.168046	2390.07484	195.1323632	58.70026719	173.8155947	2730.876134	1937.524419	2274.277756	415.9943461	44.86921427	703.4155725	658.3305133	68.91103865	1276.343166	2459.332226	826.992063	3578.820609	1858.120261	2373.565606	610.7269517	396.3753275	1365.691604	1614.70388	0	0	0	0	0	0	0	0	586.0888209	0	0	336.9538291	0	0	0	911.327483	2228.00209	2214.68367	707.3085476	634.08534	76.89400243	202.0063989	255.918181	0	3673.746565	21.47483773	33.19803805	46.17407407
urtA-PRO-HLI	32478.70808	3865.94459	2380.271427	2053.267442	3415.096097	39812.04147	2249.948163	3609.829842	1649.757874	4871.495686	1587.114067	1994.808887	7016.585812	2594.527615	3461.431025	2640.334899	14968.68921	3446.655438	2279.611951	3395.974578	74762.08471	77143.96055	2238.33534	0	0	0	0	0	0	0	0	0	52794.29676	2774.503618	8720.188638	11090.57166	339.0734691	0	4737.154758	17311.80459	1317.086639	0	0	120715.5872	30922.9634	4267.154838	4179.069811	4084.497733	3817.435279	3326.600523	6822.883342	0	0	1814.156019	2670.482128	5155.007154	1944.036548	3644.350847	27099.80245	3742.508742	4061.186352	3382.077781	2577.487029	3650.036622	9003.273199	111804.2408	5389.434455	4270.645877	4187.769494	3934.023161	3384.920805	2395.119882	4746.126798	12928.17835	91592.19606	120101.5867	72411.74372	733.3332561	0	68.53826096	0	0	0	0	0	0	0	0	0	581.5170922	0	0	0	1114.048852	745.1744925	1528.846146	58274.76753	18324.44097	4573.656198	10867.56348	35703.98049	5175.177926	12080.62233	85482.95592	40790.31165	44211.66987
urtA-PRO-HLII	40092.42449	75585.35485	60016.35724	64402.37771	79690.76862	20780.96939	34693.33501	19657.2516	22198.28085	86861.40781	29529.21097	37366.02572	59421.79381	42081.1646	77827.21107	39104.79834	32819.06236	18622.35747	36654.22246	125939.9052	41937.67581	30989.86078	14554.80367	2221.999019	786.3438573	0	0	0	0	0	681.0753907	0	26006.71475	49378.34661	104033.5895	77398.43173	0	0	10384.144	62246.37266	815.3393479	0	0	30238.98471	12943.41083	151377.6426	147141.7266	67515.73184	145807.4816	142845.1745	153463.185	0	0	34874.28226	53313.1191	94484.88351	14326.29514	81653.90913	114260.6989	77225.27842	5382.277559	31884.92653	30757.02175	80004.57418	137893.9509	28821.52937	124348.6571	164139.9852	91269.98323	23673.77085	113736.5777	17975.28978	61641.24189	33644.57313	40653.57433	33541.35446	26294.4547	6599.999305	0	685.3826096	0	0	0	0	0	0	0	0	0	1873.777297	0	0	0	2817.888272	7988.270559	7655.8129	25796.50813	44025.59045	138774.3109	132372.1831	115182.0749	11146.53707	14638.59568	35161.61322	73047.52155	109568.7134
urtA-PRO-HLVI	12.68204142	104.9212519	76.29948479	54.44269732	44.27735636	30.04115561	12.75305554	158.4100861	23.01672865	136.7858395	20.37135909	10.7994294	54.77094639	7.199022239	103.1006064	7.424491806	15.64998523	136.0141105	5.616536989	41.35319596	82.00707024	74.74531543	0	0	0	0	0	0	0	0	0	0	38.7694487	22.80190822	140.4632621	62.14419876	0	0	56.3946995	87.26723011	0	0	0	33.68250061	108.3105576	103.9185349	108.5499028	98.39431705	47.08803526	43.56556158	167.0989821	0	0	54.73746609	84.94063635	121.185729	76.82079907	141.1505208	68.04466254	123.365139	131.524567	107.3076337	72.90953356	119.6542877	18.81612211	38.13971223	165.7291556	96.27433127	100.2502727	97.12755739	42.43714635	30.5759985	93.61039032	69.57647281	78.74686594	78.45930867	62.16734273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.6139594	185.3146844	40.76919475	24.39541399	69.91939902	116.6784598	96.07301655	0	62.58038765	2.685609674	12.38775962	89.40550456
urtA-PRO-LLI	62880.20346	7785.836545	14904.28686	10489.66338	45842.36958	25009.26204	53913.34908	4733.101361	30373.2813	14661.28221	27260.58234	59050.04573	53573.72273	57839.10438	15041.69113	60775.96187	49521.76993	4445.056887	47138.89288	9801.334007	21215.78401	25345.45696	5545.222726	0	423.4159232	0	0	0	0	0	0	0	29077.92934	47331.06099	31740.8751	40100.35077	0	0	3579.183595	52103.90666	0	0	0	17421.33781	11715.49225	13570.94879	12746.59915	6584.257502	12405.01245	11894.4943	24450.20048	0	0	6157.964935	12240.46049	11617.83593	2658.940311	20389.02601	16882.43935	12361.18692	941.1313461	5551.417532	5082.064525	15718.85599	12842.72704	12920.5252	18089.72576	14064.69619	9660.691789	1815.428315	8454.484643	5772.06905	8155.305201	10282.82288	20010.28534	14280.41146	19775.43172	1662.222047	0	205.6147829	0	0	0	0	0	0	0	0	0	710.7431127	0	0	0	2228.097704	2354.751396	2652.316421	27067.94743	51589.33048	12349.69222	13223.7156	14804.98716	1194.271829	4942.546867	10598.49002	13243.54735	14772.63996
urtA-PRO-LLIIxIII	117.8373015	388.6758928	547.7213015	253.3252039	531.6015933	450.6173341	134.8732238	1464.09322	268.7541551	2019.390946	347.2390753	108.6114042	172.8644367	567.2829525	1795.325226	293.2674264	407.9429483	1432.489036	385.4348509	226.1894506	191.7608936	387.3166345	1462.229116	793.5710784	60.48798902	0	0	0	0	0	56.75628256	0	277.7072466	193.8162199	754.8705922	179.2065267	0	0	1075.258937	207.0918499	62.71841137	0	0	90.6516683	748.0010884	203.4530065	189.1000177	456.1506127	135.0683117	99.46099907	2844.80057	0	0	785.8736202	1299.849132	1352.112855	545.5844505	1776.051435	129.2340792	1814.116833	616.7040809	1139.941395	896.5172275	1808.754621	75.50572079	182.3264292	2436.736491	356.7813453	532.8116346	844.509828	287.0091214	1280.794604	599.2665158	601.5465878	208.4772797	205.1384008	433.6172155	488.8888374	0	205.6147829	0	0	0	0	0	0	0	0	0	64.61301024	0	0	0	720.8551395	1192.279188	1517.263979	310.1656385	200.9717439	129.1368492	188.1910642	207.3012132	0	1097.7643	56.93492509	92.39204051	178.1631431
urtA-PRO-LLIV	2356.746031	16360.494	2030.111292	1508.840469	1310.008451	9493.005172	1201.492415	33856.55568	5314.156467	5310.650224	2131.584937	863.3372416	1119.648454	907.0768022	1510.767552	1560.071341	5017.385264	31763.63567	853.7136224	6282.552969	4080.622488	4844.855446	20943.62011	7142.139705	1330.735759	0	0	0	0	0	964.8568035	0	5865.564744	1013.056208	4660.131491	2497.329662	0	0	14801.7288	1281.150067	0	0	0	701.510846	19379.2122	2651.708739	2185.809539	18754.773	2479.556804	1496.024945	2294.305869	0	0	533.0386578	4818.450644	12618.07956	14208.71228	1297.028801	1303.766202	1071.328838	30116.20308	18939.52773	10600.23607	1730.92125	1276.119051	4622.347075	6675.130169	1838.154182	15857.17971	26478.32907	7556.045584	22864.05221	19058.11536	16682.40887	3193.286371	3117.940235	6696.199904	13004.44307	0	1165.150436	0	0	0	0	0	0	0	0	0	5233.65383	0	0	0	14679.23193	16602.48769	30785.40195	6801.26096	2861.233556	1631.333733	1489.061795	2871.906624	0	16002.32663	234.1851636	568.2884726	1232.565018
urtA-SYN	3247.92365	32425.33945	2688.194348	1341.068075	2677.960109	23409.57051	2209.756715	59221.37069	9377.286035	15201.22632	4252.058224	635.932114	572.9570377	858.1234509	8309.908874	907.6441233	15935.85829	55050.98773	760.3386949	14257.45415	9774.872816	7961.508598	55654.68975	9681.567156	3508.303363	58.23568829	0	74.0565503	81.93765154	78.35844504	1418.907064	0	14079.20958	505.7137502	4846.460308	2582.597283	0	0	56202.95752	796.4812963	5080.191321	360.5800656	168.9697116	1579.335029	53891.38402	3518.129523	2230.446882	38219.61744	2900.664277	835.9655872	10106.34583	0	0	3202.141766	13236.5825	25979.88271	25973.26894	6369.556177	1005.436058	6781.186902	61592.95473	39573.86899	24446.29657	8838.153602	344.7210064	10618.18891	18045.05657	1639.644261	32716.39802	60366.56235	20756.79002	62826.88225	43344.01098	41753.13123	9123.531122	8301.158314	20840.82456	26791.10829	1071.770257	2741.530438	0	0	0	219.4577812	0	70.90455169	1798.179321	436.9893183	0	6009.009953	0	2778.606881	0	32962.73956	45545.06498	85916.52056	15202.51297	6633.229234	1373.060035	3137.14504	6119.174584	6369.449755	54040.77226	573.1091044	482.6064686	1138.300518
